final_rank,title,year,genres,popularity_rank,rating_rank,final_score
448,Apocalypse: The Second World War,,,N/A,326,861.25
449,Kiki's Delivery Service,,"Animation, Family, Fantasy",340,1036,862.00
450,Farewell My Concubine,,Drama,N/A,329,863.50
451,Middleditch & Schwartz,,,N/A,330,864.25
452,Horace and Pete,,,N/A,331,865.00
453,The Look of Silence,,"History, Documentary",N/A,332,865.75
454,Dancer in the Dark,,"Drama, Crime",1270,733,867.25
455,Lady Gaga Presents: The Monster Ball Tour at Madison Square Garden,,"Music, Documentary",N/A,335,868.00
456,World of Tomorrow Episode Three: The Absent Destinations of David Prime,,"Animation, Science Fiction, Drama",N/A,336,868.75
457,Raise the Red Lantern,,Drama,N/A,339,871.00
458,Minding the Gap,,Documentary,N/A,340,871.75
459,National Theatre Live: Vanya,,Drama,N/A,341,872.50
460,Lucky Three: An Elliott Smith Portrait,,"Documentary, Music",N/A,342,873.25
461,The Odyssey,,Animation,N/A,343,874.00
462,Who's Afraid of Virginia Woolf?,,Drama,2126,458,875.00
463,Frozen Planet,,Documentary,N/A,345,875.50
464,The Emperor's Naked Army Marches On,,Documentary,N/A,346,876.25
465,Whisper of the Heart,,"Animation, Drama, Family",857,883,876.50
466,Fishmans: Otokotachi no Wakare 98.12.28 @ Akasaka Blitz,,"Documentary, Music",N/A,347,877.00
467,Decalogue VI,,"Drama, TV Movie",N/A,348,877.75
468,The Fifth Seal,,"Drama, War",N/A,349,878.50
469,The Owl House: Watching and Dreaming,,,N/A,351,880.00
470,Nostalgia,,Drama,2274,416,880.50
471,Death of Yazdgerd,,"History, Drama",N/A,352,880.75
472,Wolfwalkers,,"Animation, Family, Adventure, Fantasy",1509,673,882.00
473,Puella Magi Madoka Magica,,"Thriller, Animation, Fantasy",N/A,354,882.25
474,The Messiah,,,N/A,356,883.75
475,Endless,,"Romance, Drama, Fantasy",N/A,357,884.50
476,La Commune,"Paris, 1871",Drama,N/A,358,885.25
477,The Worst Person in the World,,"Drama, Romance, Comedy",272,1090,885.50
478,The Phantom of the Opera at the Royal Albert Hall,,"Music, Drama, Romance",N/A,359,886.00
479,PNYC: Portishead - Roseland New York,,"Music, Documentary",N/A,360,886.75
480,The Beaches of Agnès,,Documentary,N/A,361,887.50
481,9/11: One Day in America,,,N/A,362,888.25
482,Thelma & Louise,,"Animation, Fantasy, Family",653,967,888.50
483,"I, Claudius",,Documentary,N/A,363,889.00
484,Michael Jackson's Thriller,,"Horror, Music, Mystery",N/A,364,889.75
485,Monty Python and the Holy Grail,,"Adventure, Comedy, Fantasy",568,997,889.75
486,Three Colours: Blue,,Drama,1093,823,890.50
487,Nichijou: My Ordinary Life,,,N/A,365,890.50
488,Spinners and Losers,,"Comedy, TV Movie",N/A,366,891.25
489,Rocco and His Brothers,,"Drama, Romance",N/A,368,892.75
490,Nausicaä of the Valley of the Wind,,"Adventure, Animation, Fantasy",815,920,893.75
491,We Will Rock You,,Music,N/A,371,895.00
492,Shame,,Drama,1286,765,895.25
493,All Too Well: The Short Film,,"Drama, Music",1098,828,895.50
494,NCT DREAM THE MOVIE : In A DREAM,,"Documentary, Music",N/A,372,895.75
495,For a Few Dollars More,,Western,1606,660,896.50
496,The Best of Youth,,"Drama, History, Romance",N/A,374,897.25
497,Ways of Seeing,,Animation,N/A,375,898.00
498,The Treasure of the Sierra Madre,,"Adventure, Drama, Western",2495,367,899.00
499,Human Planet,,"Animation, Science Fiction",N/A,377,899.50
500,Daniel Sloss: X,,Comedy,N/A,378,900.25
501,A Special Day,,"Drama, Romance",N/A,379,901.00
502,Scarface,,"Action, Crime, Drama",227,1126,901.25
503,La Notte,,"Drama, Romance",2380,410,902.50
504,The Battle of Chile: Part I,,"Documentary, History",N/A,382,903.25
505,The History of the Minnesota Vikings,,,N/A,384,904.75
506,The Weeping Meadow,,"Drama, History",N/A,386,906.25
507,Dave Chappelle: Killin' Them Softly,,"Comedy, Documentary",N/A,387,907.00
508,Pink Floyd: Pulse,,Music,N/A,389,908.50
509,BEYONCÉ,,Music,N/A,392,910.75
510,The Conversation,,"Crime, Drama, Mystery",1241,801,911.00
511,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,,"Science Fiction, Animation, Drama",N/A,394,912.25
512,American History X,,Drama,513,1046,912.75
513,Madonna: The Confessions Tour,,Music,N/A,395,913.00
514,TOMORROW X TOGETHER: OUR LOST SUMMER,,"Documentary, Music",N/A,397,914.50
515,Edvard Munch,,"TV Movie, History, Drama",N/A,400,916.75
516,Welfare,,Documentary,N/A,401,917.50
517,Queen: Live at Wembley Stadium,,Music,N/A,402,918.25
518,The Owl House: Thanks to Them,,,N/A,403,919.00
519,The Battle of Chile: Part II,,Documentary,N/A,404,919.75
520,Break the Silence: The Movie,,"Music, Documentary",N/A,405,920.50
521,The Wrong Trousers,,"Animation, Comedy, Family",N/A,407,922.00
522,Jujutsu Kaisen,,"Animation, Action, Fantasy",N/A,408,922.75
523,The Rise of the Nutters,,Comedy,N/A,409,923.50
524,1917,,"War, Action, Drama, History",106,1197,924.25
525,Jurassic Park,,"Adventure, Science Fiction",137,1187,924.50
526,Cyberpunk: Edgerunners,,,N/A,411,925.00
527,Brokeback Mountain,,"Drama, Romance",197,1168,925.25
528,When the Levees Broke: A Requiem in Four Acts,,,N/A,412,925.75
529,Hunter × Hunter Pilot,,"Animation, Action, Adventure, Fantasy",N/A,414,927.25
530,The Rose of Versailles,,"Animation, Romance, Drama, History",N/A,415,928.00
531,Gurren Lagann,,"Action, Comedy, Animation",N/A,419,931.00
532,Black Is… Black Ain’t,,Documentary,N/A,420,931.75
533,The Bridge on the River Kwai,,"Drama, History, War",2154,525,932.25
534,Gladiator,,"Action, Drama, Adventure",276,1153,933.75
535,Persepolis,,"Animation, Drama",1396,781,934.75
536,The Jinx: The Life and Deaths of Robert Durst,,,N/A,425,935.50
537,Evangelion: 3.0+1.0 Thrice Upon a Time,,"Animation, Action, Science Fiction, Drama",N/A,426,936.25
538,The Banshees of Inisherin,,"Drama, Comedy",131,1205,936.50
539,Emicida: AmarElo - It's All for Yesterday,,"Documentary, Music",N/A,429,938.50
540,Attack on Titan: Wings of Freedom,,"Animation, Action, Fantasy, Adventure",N/A,430,939.25
541,Judgment at Nuremberg,,"Drama, War, History",N/A,431,940.00
542,Logan,,"Action, Drama, Science Fiction",235,1176,940.75
543,"War and Peace, Part III: The Year 1812",,"Drama, War, History",N/A,432,940.75
544,Kaiba,,Comedy,N/A,434,942.25
545,Joe Pera Talks You to Sleep,,"Animation, Comedy",N/A,436,943.75
546,Generation Kill,,Documentary,N/A,437,944.50
547,The Gay and Wondrous Life of Caleb Gallo,,,N/A,438,945.25
548,Opening Night,,Drama,N/A,440,946.75
549,Nirvana: Live at Reading,,"Music, Documentary",N/A,441,947.50
550,Devils on the Doorstep,,"Drama, War",N/A,442,948.25
551,PlayTime,,Comedy,1859,645,948.50
552,Meshes of the Afternoon,,"Mystery, Fantasy",2478,439,948.75
553,Africa,,Drama,N/A,443,949.00
554,The Man Who Shot Liberty Valance,,Western,N/A,444,949.75
555,Sonny Boy,,"Drama, Romance, War",N/A,445,950.50
556,Children of Paradise,,"Drama, Romance",N/A,446,951.25
557,Underground,,"Fantasy, Adventure",N/A,447,952.00
558,Ugetsu,,"Fantasy, Drama, Mystery",N/A,448,952.75
559,ODDTAXI,,"Animation, Comedy, Mystery",N/A,449,953.50
560,The Glory,,"Animation, Action, Drama",N/A,450,954.25
561,John Mulaney: New in Town,,Comedy,N/A,451,955.00
562,A Modern Farewell,,,N/A,452,955.75
563,Paranoia Agent,,Documentary,N/A,453,956.50
564,Ace in the Hole,,Drama,N/A,454,957.25
565,What We Do in the Shadows,,"Comedy, Horror",480,1117,957.75
566,Twenty Five Twenty One,,,N/A,456,958.75
567,BTS World Tour: Love Yourself in Seoul,,"Music, Documentary",N/A,457,959.50
568,The Cremator,,,N/A,459,961.00
569,"Master, a Building in Copacabana",,Documentary,N/A,460,961.75
570,Sunday in the Park with George,,"Music, Comedy, Drama",N/A,461,962.50
571,The Day Today,,,N/A,462,963.25
572,La La Land,,"Comedy, Drama, Romance, Music",5,1283,963.50
573,Warp Speed Chic,,"Documentary, Music",N/A,464,964.75
574,Rififi,,"Crime, Thriller, Drama",N/A,465,965.50
575,The Iron Claw,,"Drama, History",219,1216,966.75
576,I Told Sunset About You,,Documentary,N/A,467,967.00
577,Anatomy of a Murder,,"Crime, Drama, Mystery",2214,554,969.00
578,After Hours,,"Comedy, Thriller, Drama",745,1045,970.00
579,Taylor Swift: The 1989 World Tour - Live,,Music,N/A,471,970.00
580,Company,,"Action, Crime, Drama",N/A,473,971.50
581,The War,,"Drama, War",N/A,474,972.25
582,Life of Crime: 1984-2020,,"Documentary, Drama",N/A,475,973.00
583,Samurai Rebellion,,"Drama, History, Action",N/A,476,973.75
584,Pride & Prejudice,,"Drama, Romance",158,1246,974.00
585,Planet Earth III,,,N/A,477,974.50
586,When I Fly Towards You,,,N/A,478,975.25
587,All About My Mother,,"Comedy, Drama",1174,910,976.00
588,Blade Runner,,"Science Fiction, Drama, Thriller",161,1248,976.25
589,Timelapse of the Future: A Journey to the End of Time,,Documentary,N/A,480,976.75
590,The Intouchables,,"Drama, Comedy",691,1073,977.50
591,Panic! at the Disco: Live in Denver,,"Music, Documentary",N/A,483,979.00
592,All About Lily Chou-Chou,,"Drama, Crime",1615,768,979.75
593,"Goodbye, Farewell and Amen",,,N/A,484,979.75
594,Manchester by the Sea,,Drama,349,1191,980.50
595,David Byrne's American Utopia,,"Music, Documentary",N/A,485,980.50
596,Great Teacher Onizuka,,"Comedy, Drama",N/A,486,981.25
597,Azumanga Daioh,,"Comedy, Animation",N/A,487,982.00
598,The Florida Project,,Drama,271,1220,982.75
599,Playing,,,N/A,488,982.75
600,My Liberation Notes,,,N/A,489,983.50
601,Requiem for a Dream,,"Crime, Drama",141,1265,984.00
602,Beforel Orel: Trust,,,N/A,490,984.25
603,"Life, and Nothing More...",,Drama,N/A,491,985.00
604,Billie Eilish: Live at the O2,,Music,N/A,492,985.75
605,The Royal Tenenbaums,,"Comedy, Drama",289,1218,985.75
606,Harry Styles: Live in Manchester,,"Music, Documentary",N/A,493,986.50
607,Eureka,,"Drama, Western",N/A,494,987.25
608,Dogville,,"Crime, Drama, Thriller",1227,908,987.75
609,Euphoria: F*ck Anyone Who’s Not a Sea Blob,,,2072,627,988.25
610,Roman Holiday,,"Romance, Comedy, Drama",1120,945,988.75
611,Sweet Smell of Success,,Drama,N/A,497,989.50
612,Winter Light,,Drama,N/A,498,990.25
613,Umberto D.,,Drama,N/A,500,991.75
614,Harry Potter and the Prisoner of Azkaban,,"Adventure, Fantasy",98,1290,992.00
615,The Century of the Self,,,N/A,501,992.50
616,The Long Goodbye,,"Crime, Comedy, Mystery, Thriller",1658,771,992.75
617,20 Days in Mariupol,,"Documentary, War",N/A,502,993.25
618,Prehistoric Planet,,"Adventure, Science Fiction",N/A,503,994.00
619,Mother,,"Drama, Thriller, Horror",1434,848,994.50
620,Hiroshima Mon Amour,,"Drama, History, Romance",1627,785,995.50
621,Kill Bill: The Origin of O-Ren,,,N/A,505,995.50
622,Klaus,,"Animation, Family, Adventure, Comedy, Fantasy",802,1061,996.25
623,The House Is Black,,Documentary,N/A,506,996.25
624,David Lynch Cooks Quinoa,,,N/A,507,997.00
625,Isle of Flowers,,Documentary,N/A,508,997.75
626,A Matter of Life and Death,,"Romance, Fantasy, Drama, War",N/A,511,1000.00
627,Violet Evergarden,,"Science Fiction, Drama, Fantasy, Animation, Romance",N/A,512,1000.75
628,C'mon C'mon,,Drama,946,1019,1000.75
629,The Killer,,"Crime, Thriller",330,1225,1001.25
630,Dersu Uzala,,"Action, Adventure, Drama",N/A,513,1001.50
631,The Graduate,,"Drama, Romance, Comedy",623,1130,1003.25
632,Secrets & Lies,,"Adventure, Fantasy",N/A,516,1003.75
633,Rite Here Rite Now,,"Music, Documentary",N/A,517,1004.50
634,Up,,"Animation, Comedy, Family, Adventure",80,1314,1005.50
635,Ritual,,Horror,N/A,520,1006.75
636,Magnetic Rose,,,N/A,521,1007.50
637,National Theatre Live: Present Laughter,,Drama,N/A,522,1008.25
638,Andor: A Disney+ Day Special Look,,"Documentary, Science Fiction",N/A,523,1009.00
639,The Sound of Music,,"Drama, Family, Music, Romance",741,1102,1011.75
640,'Til Madness Do Us Part,,Documentary,N/A,527,1012.00
641,The Curse,,"Horror, Science Fiction",N/A,528,1012.75
642,Tongues Untied,,Documentary,N/A,530,1014.25
643,The 7th Annual Live 'On Cinema' Oscar Special,,,N/A,531,1015.00
644,Attack on Titan: Crimson Bow and Arrow,,"Animation, Action, Adventure, Fantasy",N/A,533,1016.50
645,When I Get Home,,Comedy,N/A,534,1017.25
646,The Sting,,"Comedy, Crime, Drama",1746,775,1017.75
647,Can't Get You Out of My Head,,,N/A,535,1018.00
648,Adventure Time: Islands,,,N/A,536,1018.75
649,Dominion,,"Action, Thriller, Science Fiction",N/A,537,1019.50
650,The New Land,,"Drama, Western, History",N/A,538,1020.25
651,Senna,,Documentary,N/A,539,1021.00
652,The Man Who Planted Trees,,"Animation, Drama, Fantasy",N/A,540,1021.75
653,Cunk on...,,"Comedy, Documentary",N/A,541,1022.50
654,Much Ado About Nothing,,Comedy,N/A,542,1023.25
655,My Life as a Zucchini,,"Animation, Comedy, Drama, Family, Romance",1479,872,1023.75
656,The Holy Mountain,,Drama,1356,913,1023.75
657,Pride and Prejudice,,"Drama, Romance",N/A,543,1024.00
658,The Untamed,,Western,N/A,544,1024.75
659,The Making of a Song,,Documentary,N/A,545,1025.50
660,In Bruges,,"Comedy, Drama, Crime",588,1172,1026.00
661,Killers of the Flower Moon,,"Crime, History, Drama",120,1328,1026.00
662,Game of Thrones: The Story So Far,,Documentary,N/A,546,1026.25
663,Gurren Lagann the Movie: The Lights in the Sky Are Stars,,"Action, Science Fiction, Animation, Adventure",N/A,547,1027.00
664,Rope,,"Thriller, Crime, Drama",1018,1031,1027.75
665,One Direction: Where We Are - The Concert Film,,"Music, Documentary",N/A,548,1027.75
666,Still Life,,"Drama, Romance",N/A,549,1028.50
667,"4 Months, 3 Weeks and 2 Days",,Drama,N/A,550,1029.25
668,Aparajito,,Drama,N/A,553,1031.50
669,Amores Perros,,"Drama, Thriller",1431,899,1032.00
670,I Am So Proud of You,,"Animation, Drama",N/A,555,1033.00
671,Voices Through Time,,Drama,N/A,556,1033.75
672,The First Slam Dunk,,"Animation, Comedy, Drama",N/A,557,1034.50
673,A Charlie Brown Christmas,,"Animation, Family, Comedy, TV Movie",2370,590,1035.00
674,The Ballad of Cleopatra,,Music,N/A,558,1035.25
675,Flee,,,2115,676,1035.75
676,Land of the Lustrous,,,N/A,559,1036.00
677,The Company of Strangers,,"Drama, Adventure",N/A,562,1038.25
678,Crash Landing on You,,"Music, Drama, Romance",N/A,563,1039.00
679,Make Way for Tomorrow,,"Drama, Romance",N/A,564,1039.75
680,BOCCHI THE ROCK!,,"Animation, Comedy, Music",N/A,565,1040.50
681,The Story of Film: An Odyssey,,,N/A,566,1041.25
682,Light & Magic,,"Drama, Romance",N/A,567,1042.00
683,On the Waterfront,,"Crime, Drama, Romance",1784,798,1044.50
684,Rabbit of Seville,,"Animation, Comedy, Music",N/A,571,1045.00
685,Cries and Whispers,,Drama,2354,610,1046.00
686,The Umbrellas of Cherbourg,,"Drama, Romance",1272,971,1046.25
687,All the President's Men,,"Drama, History, Mystery, Thriller",1540,882,1046.50
688,Berlin Alexanderplatz,,Drama,N/A,574,1047.25
689,Mr. Sunshine,,"Science Fiction, Comedy",N/A,575,1048.00
690,Short Term 12,,Drama,1645,851,1049.50
691,The Life and Death of Colonel Blimp,,"War, Drama, Romance, Comedy",N/A,577,1049.50
692,Song of the Sea,,"Family, Animation, Fantasy",2253,649,1050.00
693,Mobile Suit Gundam 0080: War in the Pocket,,"Action, Animation, Drama, Science Fiction, War",N/A,579,1051.00
694,The Face of Another,,"Drama, Science Fiction",2489,572,1051.25
695,The Best Years of Our Lives,,"Drama, Romance, War",N/A,580,1051.75
696,Talking Heads,,Documentary,N/A,582,1053.25
697,Kwaidan,,Documentary,2448,589,1053.75
698,Dynasties,,"Animation, Fantasy, Drama, Science Fiction",N/A,583,1054.00
699,Twins in Paradise,,"Animation, Drama",N/A,584,1054.75
700,Harry Styles at the BBC,,"Music, Documentary",N/A,586,1056.25
701,D.P.,,Horror,N/A,588,1057.75
702,The Last Picture Show,,Drama,2179,685,1058.50
703,Larry David: Curb Your Enthusiasm,,"Comedy, TV Movie",N/A,591,1060.00
704,Rhapsody in Blue,,"Drama, Music, Romance",N/A,592,1060.75
705,Kes,,Drama,N/A,593,1061.50
706,The White Ribbon,,"Drama, Mystery",2375,624,1061.75
707,The Secret in Their Eyes,,"Mystery, Thriller, Drama",2104,715,1062.25
708,Kizumonogatari Part 3: Reiketsu,,"Animation, Fantasy, Mystery",N/A,594,1062.25
709,Samsara,,"Drama, Music",N/A,595,1063.00
710,Jerrod Carmichael: Rothaniel,,Comedy,N/A,596,1063.75
711,The Bob Emergency,,,N/A,597,1064.50
712,Jeff Buckley - Live in Chicago,,"Music, Documentary",N/A,598,1065.25
713,An Autumn Afternoon,,Drama,N/A,599,1066.00
714,Bring the Soul: The Movie,,"Music, Documentary",N/A,600,1066.75
715,The Disappearance of Haruhi Suzumiya,,"Comedy, Science Fiction, Mystery, Animation, Drama",N/A,601,1067.50
716,The Gleaners and I,,Documentary,N/A,602,1068.25
717,"Rio, Zona Norte",,"Drama, Music",N/A,603,1069.00
718,Disney Channel's Theme: A History Mystery,,,N/A,605,1070.50
719,The General,,"Comedy, Action, Adventure, War",2345,646,1070.75
720,Roma,,"Comedy, Drama",523,1254,1071.25
721,Happy Hour,,"Comedy, Drama",N/A,607,1072.00
722,Lovely Runner,,,N/A,609,1073.50
723,The Big City,,"TV Movie, Animation, Family, Comedy, Music",N/A,611,1075.00
724,The Night Of,,Drama,N/A,612,1075.75
725,Brideshead Revisited,,"Drama, Romance",N/A,613,1076.50
726,The Kid,,"Comedy, Drama",2408,633,1076.75
727,Taylor Swift: Speak Now,,"Music, Documentary",N/A,617,1079.50
728,BTS: Burn the Stage,,"Music, Documentary",N/A,619,1081.00
729,Hilda Furacão,,,N/A,620,1081.75
730,Taylor Swift: Journey to Fearless,,,N/A,621,1082.50
731,LINK CLICK,,,N/A,622,1083.25
732,Samurai X: Trust & Betrayal,,"Drama, Action, Animation",N/A,623,1084.00
733,The Web,,"Crime, Drama, Thriller",N/A,625,1085.50
734,Station Eleven,,Drama,N/A,626,1086.25
735,A Moment of Innocence,,Drama,N/A,628,1087.75
736,Swing Girls,,"Comedy, Music",N/A,629,1088.50
737,Ice Merchants,,"Animation, Drama",N/A,630,1089.25
738,Gaga Chromatica Ball,,Music,N/A,632,1090.75
739,Sans Soleil,,Documentary,N/A,634,1092.25
740,Angels in America,,"Drama, TV Movie, Music",N/A,635,1093.00
741,Unbelievable,,"Science Fiction, Comedy",N/A,636,1093.75
742,Mare of Easttown,,Documentary,N/A,637,1094.50
743,Dreams,,"Drama, Romance",2030,783,1094.75
744,Tropico,,Thriller,N/A,638,1095.25
745,Utopia,,Drama,N/A,639,1096.00
746,Poetry,,Drama,N/A,640,1096.75
747,Sunrise: A Song of Two Humans,,"Drama, Romance",N/A,641,1097.50
748,Yearning,,,N/A,642,1098.25
749,Mouse,,Documentary,N/A,643,1099.00
750,Twisted: The Untold Story of a Royal Vizier,,"Comedy, Music",N/A,644,1099.75
751,Shrek,,"Animation, Comedy, Fantasy, Adventure, Family",126,1428,1102.50
752,Blue Velvet,,"Mystery, Thriller, Crime",426,1329,1103.25
753,Dimensions of Dialogue,,"Animation, Comedy, Fantasy",N/A,651,1105.00
754,Minari,,Drama,420,1334,1105.50
755,Keep Your Hands Off Eizouken!,,"Comedy, Adventure",N/A,652,1105.75
756,"Quo Vadis, Aida?",,"War, Drama, History",N/A,653,1106.50
757,Il Sorpasso,,"Drama, Comedy",N/A,655,1108.00
758,A Personal Journey with Martin Scorsese Through American Movies,,Documentary,N/A,656,1108.75
759,In a Lonely Place,,"Drama, Romance, Mystery, Crime",N/A,658,1110.25
760,Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,,Music,N/A,659,1111.00
761,Stand Up Solutions,,Comedy,N/A,661,1112.50
762,Midnight Cowboy,,Drama,1341,1037,1113.00
763,Kino's Journey,,,N/A,663,1114.00
